longitude,latitude,Diameter:double,Color:integer,Note:string,User:string
91.59,-85.075,1164220,-16777216,ID:30-000000,
-26.912,-18.24,1096650,-16777216,ID:19-000000,
-32.734,-25.097,624500,-16777216,ID:19-000001,
12.963,-6.13,512750,-16777216,ID:20-000000,
55.582,-13.882,467250,-16777216,ID:21-000000,
16.8,-2.508,445760,-16777216,ID:20-000001,
2.813,-36.774,427150,-16777216,ID:27-000000,
32.11,23.351,408230,-16777216,ID:12-000000,
60.831,21.382,400950,-16777216,ID:13-000000,
-167.572,36.748,376350,-16777216,ID:02-000000,
-3.827,-21.609,358720,-16777216,ID:19-000002,
35.927,13.278,343700,-16777216,ID:12-000001,
-76.801,-58.836,341100,-16777216,ID:25-000000,
53.243,23.459,340120,-16777216,ID:13-000001,
-109.49,-52.738,326770,-16777216,ID:25-000001,
28.93,-0.374,325800,-16777216,ID:20-000002,
-158.061,-40.428,312440,-16777216,ID:24-000000,
171.097,-13.251,311680,-16777216,ID:23-000000,
-84.103,-59.941,301990,-16777216,ID:25-000002,
-168.828,-48.845,301830,-16777216,ID:24-000001,
-32.108,-24.716,300360,-16777216,ID:19-000003,
129.893,-14.48,297920,-16777216,ID:22-000000,
55.994,-1.896,291590,-16777216,ID:21-000001,
-141.426,-29.552,285140,-16777216,ID:16-000000,
41.864,12.942,284850,-16777216,ID:12-000002,
82.006,54.367,279110,-16777216,ID:06-000000,
168.637,-29.883,276560,-16777216,ID:23-000001,
-21.221,2.772,275960,-16777216,ID:11-000000,
178.616,14.232,263350,-16777216,ID:15-000000,
-26.92,-4.338,261310,-16777216,ID:19-000004,
-177.611,-34.386,260850,-16777216,ID:24-000002,
-94.491,-58.499,256860,-16777216,ID:25-000003,
1.074,-24.239,256450,-16777216,ID:20-000003,
-170.652,-37.688,250200,-16777216,ID:24-000003,
19.222,-16.799,236060,-16777216,ID:20-000004,
-116.904,-50.118,228670,-16777216,ID:25-000004,
-30.879,-50.645,223020,-16777216,ID:26-000000,
-175.838,-37.631,222880,-16777216,ID:24-000004,
141.161,-46.746,222310,-16777216,ID:29-000000,
29.31,50.457,220300,-16777216,ID:05-000000,
18.436,43.674,218390,-16777216,ID:05-000001,
101.974,-57.845,216870,-16777216,ID:28-000000,
0.772,11.707,215110,-16777216,ID:12-000003,
130.911,-41.827,211230,-16777216,ID:29-000001,
-37.743,-19.827,209660,-16777216,ID:19-000005,
-145.022,-42.819,203960,-16777216,ID:24-000005,
89.826,47.864,202250,-16777216,ID:06-000001,
19.106,-46.161,201710,-16777216,ID:27-000001,
-78.119,-72.017,201290,-16777216,ID:30-000001,
-45.79,-71.147,199130,-16777216,ID:30-000002,
-81.373,-51.951,199060,-16777216,ID:25-000005,
50.699,19.931,198970,-16777216,ID:13-000002,
-55.207,0.595,198810,-16777216,ID:10-000000,
20.512,-9.089,198540,-16777216,ID:20-000005,
-162.523,-38.157,197080,-16777216,ID:24-000006,
-143.002,-21.124,196680,-16777216,ID:16-000001,
-66.276,-31.134,195430,-16777216,ID:25-000006,
21.941,41.825,195170,-16777216,ID:05-000002,
-122.59,-41.636,194180,-16777216,ID:24-000007,
-173.155,31.119,189850,-16777216,ID:02-000001,
-163.273,-48.29,189460,-16777216,ID:24-000008,
-44.785,-66.334,185460,-16777216,ID:30-000003,
38.058,-9.106,185320,-16777216,ID:20-000006,
-8.544,-52.301,182070,-16777216,ID:26-000001,
65.482,22.762,181310,-16777216,ID:13-000003,
76.833,-39.338,179620,-16777216,ID:28-000001,
96.122,-27.486,179060,-16777216,ID:22-000001,
-3.962,-11.465,178900,-16777216,ID:19-000006,
19.146,-37.477,176780,-16777216,ID:27-000002,
-19.008,-56.956,176380,-16777216,ID:26-000002,
149.21,-27.486,175210,-16777216,ID:23-000002,
110.941,-52.435,174970,-16777216,ID:28-000002,
8.507,-23.118,174550,-16777216,ID:20-000007,
48.276,25.221,173700,-16777216,ID:13-000004,
74.141,-27.961,171500,-16777216,ID:21-000002,
30.35,-23.65,171070,-16777216,ID:20-000008,
167.934,-63.239,168770,-16777216,ID:29-000002,
23.447,10.79,167570,-16777216,ID:12-000004,
29.694,-47.574,167330,-16777216,ID:27-000003,
-140.296,-23.23,167190,-16777216,ID:16-000002,
1.642,-18.235,166400,-16777216,ID:20-000009,
125.426,1.833,165980,-16777216,ID:14-000000,
-7.943,21.892,165230,-16777216,ID:11-000001,
-157.727,-45.885,164840,-16777216,ID:24-000009,
-52.021,3.188,164140,-16777216,ID:10-000001,
-138.405,-69.608,161370,-16777216,ID:30-000004,
33.543,-17.428,159720,-16777216,ID:20-000010,
9.122,30.586,159160,-16777216,ID:05-000003,
50.22,-24.395,158670,-16777216,ID:21-000003,
-167.003,-26.849,158190,-16777216,ID:16-000003,
175.529,-14.512,158120,-16777216,ID:23-000003,
-164.235,-34.682,156580,-16777216,ID:24-000010,
-16.625,-43.189,155140,-16777216,ID:26-000003,
137.811,-5.367,154080,-16777216,ID:23-000004,
-128.454,-51.507,153890,-16777216,ID:24-000011,
-168.131,-20.207,153680,-16777216,ID:16-000004,
37.619,2.693,153630,-16777216,ID:12-000005,
15.759,-22.968,152900,-16777216,ID:20-000011,
-115.389,-54.718,152730,-16777216,ID:25-000007,
-34.019,-26.04,152660,-16777216,ID:19-000007,
29.91,10.221,152350,-16777216,ID:12-000006,
-164.641,-25.137,152090,-16777216,ID:16-000005,
-177.828,6.849,150810,-16777216,ID:08-000000,
-6.913,-8.955,150680,-16777216,ID:19-000008,
-12.95,16.099,148780,-16777216,ID:11-000002,
153.847,-21.138,148510,-16777216,ID:23-000005,
134.385,-70.549,147310,-16777216,ID:30-000005,
-159.042,-11.9,146180,-16777216,ID:16-000006,
-53.708,10.129,146020,-16777216,ID:10-000002,
29.244,33.025,145560,-16777216,ID:05-000004,
-6.925,-2.868,145210,-16777216,ID:19-000009,
2.002,-46.851,144300,-16777216,ID:27-000004,
57.496,39.161,144040,-16777216,ID:05-000005,
-63.232,38.019,144010,-16777216,ID:03-000000,
-162.547,-13.309,143650,-16777216,ID:16-000007,
73.573,-21.79,141860,-16777216,ID:21-000004,
-171.715,-35.989,141330,-16777216,ID:24-000012,
-169.032,5.777,140150,-16777216,ID:08-000001,
11.414,-18.171,140150,-16777216,ID:20-000012,
9.495,27.777,139060,-16777216,ID:12-000007,
-45.63,-66.293,138530,-16777216,ID:30-000006,
-44.396,-44.921,137650,-16777216,ID:26-000004,
25.6,7.322,137350,-16777216,ID:12-000008,
-26.909,5.721,137170,-16777216,ID:11-000003,
40.672,34.268,136660,-16777216,ID:05-000006,
-4.515,-49.353,136650,-16777216,ID:26-000005,
76.18,-67.518,136440,-16777216,ID:30-000007,
-36.355,-35.682,135650,-16777216,ID:26-000006,
17.099,-37.757,134990,-16777216,ID:27-000005,
141.115,-31.85,134810,-16777216,ID:29-000003,
-171.514,-53.197,134510,-16777216,ID:24-000013,
42.606,-37.986,134220,-16777216,ID:27-000006,
12.425,-54.54,133590,-16777216,ID:27-000007,
44.544,41.792,131550,-16777216,ID:05-000007,
26.602,-24.325,131520,-16777216,ID:20-000013,
-166.668,-17.27,131420,-16777216,ID:16-000008,
-172.817,36.405,130810,-16777216,ID:02-000002,
119.875,-75.484,130340,-16777216,ID:30-000008,
23.511,39.196,130260,-16777216,ID:05-000008,
-168.878,-31.241,130090,-16777216,ID:24-000014,
-161.199,-37.985,129490,-16777216,ID:24-000015,
-138.574,-63.525,128700,-16777216,ID:24-000016,
28.539,18.921,128540,-16777216,ID:12-000009,
-154.183,-23.248,128100,-16777216,ID:16-000009,
62.953,26.419,127780,-16777216,ID:13-000005,
-84.424,-47.343,127140,-16777216,ID:25-000008,
106.723,-75.304,126840,-16777216,ID:30-000009,
96.441,-41.228,126620,-16777216,ID:28-000003,
165.581,-54.254,125260,-16777216,ID:29-000004,
1.425,-35.696,125140,-16777216,ID:27-000008,
69.94,41.912,124510,-16777216,ID:06-000002,
56.732,26.086,124390,-16777216,ID:13-000006,
-91.771,-9.845,124160,-16777216,ID:17-000000,
2.766,-10.654,124160,-16777216,ID:20-000014,
133.31,-6.574,123310,-16777216,ID:22-000002,
127.933,-65.22,123280,-16777216,ID:30-000010,
-164.123,-18.391,123200,-16777216,ID:16-000010,
44.786,2.782,122640,-16777216,ID:12-000010,
-8.368,-52.164,122080,-16777216,ID:26-000007,
-15.366,-69.906,121840,-16777216,ID:30-000011,
122.754,-40,121830,-16777216,ID:29-000005,
140.841,-46.687,121510,-16777216,ID:29-000006,
86.005,-67.985,121340,-16777216,ID:30-000012,
61.552,-61.079,121100,-16777216,ID:28-000004,
-3.698,-15.278,120900,-16777216,ID:19-000010,
-68.606,47.339,120810,-16777216,ID:03-000001,
-9.226,64.898,120580,-16777216,ID:04-000000,
127.913,-25.749,120520,-16777216,ID:22-000003,
-124.3,-65.89,120250,-16777216,ID:30-000013,
-158.512,-19.59,120230,-16777216,ID:16-000011,
-141.755,-48.575,119720,-16777216,ID:24-000017,
144.959,-53.696,119610,-16777216,ID:29-000007,
-155.655,-45.916,119540,-16777216,ID:24-000018,
-156.331,-13.88,119270,-16777216,ID:16-000012,
177.301,64.205,118820,-16777216,ID:07-000000,
63.273,30.524,118800,-16777216,ID:06-000003,
-25.917,-48.219,118790,-16777216,ID:26-000008,
-170.704,-7.973,118460,-16777216,ID:16-000013,
-31.938,-61.943,118240,-16777216,ID:26-000009,
-158.846,-13.553,117960,-16777216,ID:16-000014,
172.527,30.941,117950,-16777216,ID:07-000001,
-176.552,-41.61,117940,-16777216,ID:24-000019,
20.235,-61.608,117640,-16777216,ID:27-000009,
-24.816,-41.088,116830,-16777216,ID:26-000010,
-20.573,-23.771,116300,-16777216,ID:19-000011,
24.618,19.309,116150,-16777216,ID:12-000011,
13.983,36.147,116070,-16777216,ID:05-000009,
-45.841,-0.128,115990,-16777216,ID:18-000000,
-143.123,-27.177,115870,-16777216,ID:16-000015,
-49.407,-65.957,115700,-16777216,ID:30-000014,
-112.098,-45.57,115470,-16777216,ID:25-000009,
156.973,-19.262,115460,-16777216,ID:23-000006,
-32.305,12.067,115340,-16777216,ID:11-000004,
59.216,7.404,115290,-16777216,ID:13-000007,
-132.65,-33.479,115200,-16777216,ID:24-000020,
45.073,0.433,114890,-16777216,ID:13-000008,
57.771,-28.012,114810,-16777216,ID:21-000005,
-177.029,-49.192,114810,-16777216,ID:24-000021,
2.946,-21.513,114730,-16777216,ID:20-000015,
139.781,-10.602,114380,-16777216,ID:23-000007,
22.116,32.202,114280,-16777216,ID:05-000010,
72.626,-4.299,114280,-16777216,ID:21-000006,
-36.937,34.019,114190,-16777216,ID:04-000001,
66.656,-74.854,114060,-16777216,ID:30-000015,
-146.575,54.482,113960,-16777216,ID:02-000003,
-169.538,-51.63,113830,-16777216,ID:24-000022,
-151.065,-58.534,113780,-16777216,ID:24-000023,
-164.1,-50.366,113730,-16777216,ID:24-000024,
-165.972,-29.331,113620,-16777216,ID:16-000016,
-13.339,-36.762,113620,-16777216,ID:26-000011,
85.105,-21.189,112890,-16777216,ID:21-000007,
85.832,-52.632,112470,-16777216,ID:28-000005,
76.731,27.739,112460,-16777216,ID:13-000009,
27.83,-33.784,111970,-16777216,ID:27-000010,
-114.332,-52.728,111460,-16777216,ID:25-000010,
-21.273,-45.397,111260,-16777216,ID:26-000012,
-4.717,28.776,111110,-16777216,ID:11-000005,
49.344,-76.527,111000,-16777216,ID:30-000016,
57.444,-2.132,110860,-16777216,ID:21-000008,
29.563,-52.862,110800,-16777216,ID:27-000011,
0.464,-12.932,110650,-16777216,ID:20-000016,
4.452,-48.952,110270,-16777216,ID:27-000012,
-15.143,16.378,110230,-16777216,ID:11-000006,
-10.137,5.078,110080,-16777216,ID:11-000007,
105.797,-50.682,110070,-16777216,ID:28-000006,
-61.589,37.349,109970,-16777216,ID:03-000002,
-4.706,16.954,109960,-16777216,ID:11-000008,
97.374,-48.132,109670,-16777216,ID:28-000007,
116.999,-72.238,109510,-16777216,ID:30-000017,
137.652,-28.521,109420,-16777216,ID:23-000008,
-8.094,39.351,109260,-16777216,ID:04-000002,
-32.47,35.362,109120,-16777216,ID:04-000003,
130.244,8.674,109070,-16777216,ID:14-000001,
-88.856,-69.897,108770,-16777216,ID:30-000018,
-174.532,-32.401,108720,-16777216,ID:24-000025,
170.658,10.607,108700,-16777216,ID:15-000001,
27.743,31.873,108570,-16777216,ID:05-000011,
134.174,-13.51,108520,-16777216,ID:22-000004,
27.302,-18.488,108500,-16777216,ID:20-000017,
-162.317,-20.589,108490,-16777216,ID:16-000017,
55.831,19.394,108470,-16777216,ID:13-000010,
23.136,-10.776,108350,-16777216,ID:20-000018,
33.243,-36.679,108160,-16777216,ID:27-000013,
-5.081,-16.708,108050,-16777216,ID:19-000012,
138.306,-9.311,108030,-16777216,ID:23-000009,
-146.098,-23.707,107650,-16777216,ID:16-000018,
54.793,26.75,107420,-16777216,ID:13-000011,
-164.516,0.194,107360,-16777216,ID:08-000002,
-56.855,-76.481,107310,-16777216,ID:30-000019,
50.958,38.033,107180,-16777216,ID:05-000012,
162.481,-14.825,107120,-16777216,ID:23-000010,
-10.572,19.023,107080,-16777216,ID:11-000009,
34.891,-43.61,106950,-16777216,ID:27-000014,
18.55,8.272,106670,-16777216,ID:12-000012,
100.873,-62.702,106530,-16777216,ID:28-000008,
-168.413,-68.55,106280,-16777216,ID:30-000020,
88.959,-50.132,106240,-16777216,ID:28-000009,
49.146,-37.693,106220,-16777216,ID:27-000015,
-153.087,-46.881,105580,-16777216,ID:24-000026,
179.371,-32.063,105490,-16777216,ID:29-000008,
-61.205,-38.218,105400,-16777216,ID:25-000011,
100.905,-29.736,105330,-16777216,ID:22-000005,
-3.043,33.507,105310,-16777216,ID:04-000004,
84.925,21.932,105290,-16777216,ID:13-000012,
-23.635,-72.626,104960,-16777216,ID:30-000021,
59.868,-74.15,104730,-16777216,ID:30-000022,
-35.96,-32.795,104690,-16777216,ID:26-000013,
42.962,-13.605,104080,-16777216,ID:20-000019,
32.081,-50.541,104020,-16777216,ID:27-000016,
-113.759,-50.362,103990,-16777216,ID:25-000012,
-123.514,-44.332,103870,-16777216,ID:24-000027,
-87.99,-64.615,103710,-16777216,ID:25-000013,
109.224,-4.226,103620,-16777216,ID:22-000006,
-115.309,-67.747,103540,-16777216,ID:30-000023,
10.994,25.545,102960,-16777216,ID:12-000013,
28.396,-44.884,102850,-16777216,ID:27-000017,
40.957,-31.712,102700,-16777216,ID:27-000018,
150.51,-9.071,102660,-16777216,ID:23-000011,
42.026,6.936,102410,-16777216,ID:12-000014,
21.88,-76.939,101850,-16777216,ID:30-000024,
-107.839,-74.241,101830,-16777216,ID:30-000025,
38.501,7.019,101810,-16777216,ID:12-000015,
33.819,16.403,101780,-16777216,ID:12-000016,
140.334,-15.361,101740,-16777216,ID:23-000012,
40.398,6.749,101720,-16777216,ID:12-000017,
-8.913,-7.648,101670,-16777216,ID:19-000013,
-136.166,-54.025,101560,-16777216,ID:24-000028,
32.858,-62.709,101530,-16777216,ID:27-000019,
-108.815,-34.598,101450,-16777216,ID:25-000014,
39.701,5.261,101390,-16777216,ID:12-000018,
121.845,2.793,101320,-16777216,ID:14-000002,
-68.723,-50.833,101320,-16777216,ID:25-000015,
-81.186,-52.002,101090,-16777216,ID:25-000016,
31.282,27.062,101040,-16777216,ID:12-000019,
169.368,-16.672,100820,-16777216,ID:23-000013,
-20.112,23.566,100780,-16777216,ID:11-000010,
67.006,0.504,100720,-16777216,ID:13-000013,
66.896,25.946,100690,-16777216,ID:13-000014,
-172.137,-11.377,100650,-16777216,ID:16-000019,
139.687,48.119,100630,-16777216,ID:07-000002,
30.175,-25.965,100510,-16777216,ID:20-000020,
40.312,-53.787,100240,-16777216,ID:27-000020,
60.203,7.136,100100,-16777216,ID:13-000015,
65.723,-47.336,100040,-16777216,ID:28-000010,
67.719,-2.852,99970,-16777216,ID:21-000009,
-58.501,26.99,99920,-16777216,ID:10-000003,
155.748,-23.689,99350,-16777216,ID:23-000014,
-138.063,-33.402,99330,-16777216,ID:24-000029,
-15.863,-38.659,99330,-16777216,ID:26-000014,
68.948,2.307,99230,-16777216,ID:13-000016,
6.645,29.771,99080,-16777216,ID:12-000020,
-76.492,1.461,99070,-16777216,ID:10-000004,
130.479,-4.366,99020,-16777216,ID:22-000007,
135.568,-12.393,98860,-16777216,ID:23-000015,
-122.64,-39.013,98700,-16777216,ID:24-000030,
-90.982,-33.002,98700,-16777216,ID:25-000017,
-147.26,-44.509,98580,-16777216,ID:24-000031,
124.283,-36.477,98440,-16777216,ID:29-000009,
122.486,-59.924,98290,-16777216,ID:29-000010,
50.043,-28.393,98240,-16777216,ID:21-000010,
28.064,-23.321,98090,-16777216,ID:20-000021,
-47.091,-19.002,98070,-16777216,ID:18-000001,
-155.526,-59.314,98040,-16777216,ID:24-000032,
-74.099,-56.593,98010,-16777216,ID:25-000018,
1.157,14.591,97960,-16777216,ID:12-000021,
7.332,-41.501,97700,-16777216,ID:27-000021,
-133.141,-55.153,97500,-16777216,ID:24-000033,
32.971,-24.528,97480,-16777216,ID:20-000022,
56.014,17.637,97470,-16777216,ID:13-000017,
-126.538,-53.398,97450,-16777216,ID:24-000034,
-39.297,1.484,97360,-16777216,ID:11-000011,
-63.189,-29.488,97230,-16777216,ID:18-000002,
50.533,2.826,97170,-16777216,ID:13-000018,
148.807,-17.16,97050,-16777216,ID:23-000016,
75.322,-23.088,96900,-16777216,ID:21-000011,
-3.389,12.931,96690,-16777216,ID:11-000012,
23.709,-3.111,96630,-16777216,ID:20-000023,
48.89,5.607,96350,-16777216,ID:13-000019,
25.256,-7.79,96350,-16777216,ID:20-000024,
93.581,5.454,96120,-16777216,ID:14-000003,
15.129,29.434,96090,-16777216,ID:12-000022,
26.721,1.568,95850,-16777216,ID:12-000023,
144.404,-71.917,95800,-16777216,ID:30-000026,
179.818,-19.602,95750,-16777216,ID:23-000017,
172.609,9.427,95720,-16777216,ID:15-000002,
-39.571,-21.887,95600,-16777216,ID:19-000014,
-90.038,-54.891,95540,-16777216,ID:25-000019,
-15.955,2.5,95480,-16777216,ID:11-000013,
35.465,34.973,95260,-16777216,ID:05-000013,
35.395,-47.792,95240,-16777216,ID:27-000022,
12.437,21.947,95220,-16777216,ID:12-000024,
33.114,11.291,95080,-16777216,ID:12-000025,
-3.403,-59.047,95000,-16777216,ID:26-000015,
-13.973,10.824,94970,-16777216,ID:11-000014,
-151.182,-44.456,94810,-16777216,ID:24-000035,
-141.263,-15.999,94670,-16777216,ID:16-000020,
-24.571,29.531,94620,-16777216,ID:11-000015,
59.833,-27.349,94510,-16777216,ID:21-000012,
71.882,-25.331,94500,-16777216,ID:21-000013,
28.892,-40.942,94250,-16777216,ID:27-000023,
-19.952,13.416,94210,-16777216,ID:11-000016,
83.927,25.497,94210,-16777216,ID:13-000020,
-68.466,-30.52,94010,-16777216,ID:25-000020,
-37.793,-22.603,93840,-16777216,ID:19-000015,
66.798,-74.002,93810,-16777216,ID:30-000027,
70.472,29.391,93790,-16777216,ID:13-000021,
-153.598,-11.697,93760,-16777216,ID:16-000021,
-168.158,-18.166,93690,-16777216,ID:16-000022,
148.06,-19.048,93640,-16777216,ID:23-000018,
51.267,-10.674,93620,-16777216,ID:21-000014,
169.558,-21.797,93470,-16777216,ID:23-000019,
80.923,-24.532,93410,-16777216,ID:21-000015,
-30.626,10.69,93380,-16777216,ID:11-000017,
83.853,-9.375,93360,-16777216,ID:21-000016,
70.77,15.936,93260,-16777216,ID:13-000022,
89.682,-10.011,93060,-16777216,ID:21-000017,
-78.1,-62.495,93060,-16777216,ID:25-000021,
125.324,-47.439,93040,-16777216,ID:29-000011,
-174.293,-17.452,93030,-16777216,ID:16-000023,
144.229,-34.92,92970,-16777216,ID:29-000012,
-70.536,-51.345,92950,-16777216,ID:25-000022,
-24.089,-42.975,92950,-16777216,ID:26-000016,
-61.052,-7.143,92750,-16777216,ID:18-000003,
25.423,-19.973,92530,-16777216,ID:20-000025,
59.158,-30.257,92520,-16777216,ID:27-000024,
-173.836,12.252,92490,-16777216,ID:08-000003,
13.732,10.539,92300,-16777216,ID:12-000026,
-168.826,-65.397,92100,-16777216,ID:30-000028,
-59.64,1.566,91910,-16777216,ID:10-000005,
66.384,-1.77,91860,-16777216,ID:21-000018,
128.728,-8.326,91820,-16777216,ID:22-000008,
-97.473,-45.248,91770,-16777216,ID:25-000023,
104.725,-71.66,91750,-16777216,ID:30-000029,
141.465,-40.258,91740,-16777216,ID:29-000013,
-167.162,-35.551,91640,-16777216,ID:24-000036,
-24.814,-16.386,91530,-16777216,ID:19-000016,
166.444,-24.662,91500,-16777216,ID:23-000020,
-149.88,-32.841,91470,-16777216,ID:24-000037,
53.337,2.907,91430,-16777216,ID:13-000023,
90.948,-23.921,91400,-16777216,ID:22-000009,
-138.729,-56.675,91320,-16777216,ID:24-000038,
137.433,-15.941,91220,-16777216,ID:23-000021,
34.541,-24.241,91090,-16777216,ID:20-000026,
5.901,9.235,91070,-16777216,ID:12-000027,
-144.927,-48.365,91010,-16777216,ID:24-000039,
15.289,-34.301,90990,-16777216,ID:27-000025,
62.931,1.708,90970,-16777216,ID:13-000024,
-22.367,21.897,90920,-16777216,ID:11-000018,
1.751,-49.604,90840,-16777216,ID:27-000026,
-157.322,-74.964,90690,-16777216,ID:30-000030,
59.188,-18.805,90640,-16777216,ID:21-000019,
-4.882,-52.112,90480,-16777216,ID:26-000017,
131.476,-11.414,90450,-16777216,ID:22-000010,
-148.151,-18.787,90420,-16777216,ID:16-000024,
109.046,-59.593,90410,-16777216,ID:28-000011,
83.196,-27.342,90380,-16777216,ID:21-000020,
-165.635,-10.17,90350,-16777216,ID:16-000025,
-58.549,-64.288,90300,-16777216,ID:26-000018,
-92.239,-46.502,90270,-16777216,ID:25-000024,
47.847,-73.852,90270,-16777216,ID:30-000031,
163.1,30.914,90220,-16777216,ID:07-000003,
83.674,1.681,90190,-16777216,ID:13-000025,
-151.23,-60.721,90190,-16777216,ID:24-000040,
-19.797,-18.878,90110,-16777216,ID:19-000017,
105.035,29.903,90040,-16777216,ID:14-000004,
25.954,-50.311,89910,-16777216,ID:27-000027,
41.735,0.69,89900,-16777216,ID:12-000028,
125.551,-21.653,89850,-16777216,ID:22-000011,
72.224,28.957,89820,-16777216,ID:13-000026,
-113.263,-43.733,89790,-16777216,ID:25-000025,
11.04,-2.11,89680,-16777216,ID:20-000027,
82.903,-23.035,89620,-16777216,ID:21-000021,
132.034,-44.085,89620,-16777216,ID:29-000014,
34.783,6.534,89600,-16777216,ID:12-000029,
45.163,14.339,89530,-16777216,ID:13-000027,
-8.706,19.915,89510,-16777216,ID:11-000019,
-145.784,-13.135,89510,-16777216,ID:16-000026,
28.242,2.45,89430,-16777216,ID:12-000030,
-2.484,33.347,89400,-16777216,ID:04-000005,
-175.544,8.619,89220,-16777216,ID:08-000004,
-7.097,12.937,89220,-16777216,ID:11-000020,
-53.055,42.418,89160,-16777216,ID:04-000006,
-17.636,54.593,89100,-16777216,ID:04-000007,
28.188,-13.764,88990,-16777216,ID:20-000028,
169.853,45.733,88970,-16777216,ID:07-000004,
179.811,-72.45,88930,-16777216,ID:30-000032,
56.561,-28.599,88910,-16777216,ID:21-000022,
52.924,-41.199,88870,-16777216,ID:27-000028,
152.767,-43.082,88830,-16777216,ID:29-000015,
148.109,-46.718,88790,-16777216,ID:29-000016,
31.85,-9.187,88660,-16777216,ID:20-000029,
-166.407,-14.877,88560,-16777216,ID:16-000027,
171.48,-43.055,88540,-16777216,ID:29-000017,
-50.16,-16.312,88510,-16777216,ID:18-000004,
-32.821,-72.495,88490,-16777216,ID:30-000033,
-32.414,-59.801,88480,-16777216,ID:26-000019,
119.187,-7.274,88360,-16777216,ID:22-000012,
76.812,-39.188,88190,-16777216,ID:28-000012,
163.107,-24.472,88140,-16777216,ID:23-000022,
-45.959,13.032,88130,-16777216,ID:10-000006,
69.102,-21.098,88050,-16777216,ID:21-000023,
161.94,9.702,87960,-16777216,ID:15-000003,
163.044,-42.901,87890,-16777216,ID:29-000018,
-13.35,14.694,87880,-16777216,ID:11-000021,
48.828,-2.522,87810,-16777216,ID:21-000024,
170.165,-14.232,87780,-16777216,ID:23-000023,
-89.929,-11.636,87750,-16777216,ID:18-000005,
121.198,-25.506,87750,-16777216,ID:22-000013,
-97.207,-37.891,87750,-16777216,ID:25-000026,
82.586,0.865,87740,-16777216,ID:13-000028,
-159.335,-74.118,87710,-16777216,ID:30-000034,
110.591,-28.913,87530,-16777216,ID:22-000014,
-86.526,21.664,87380,-16777216,ID:10-000007,
-9.331,2.674,87340,-16777216,ID:11-000022,
-143.629,-24.018,87280,-16777216,ID:16-000028,
82.699,-24.612,87220,-16777216,ID:21-000025,
-22.916,-24.63,87180,-16777216,ID:19-000018,
173.98,55.563,87130,-16777216,ID:07-000005,
-22.109,-6.414,87130,-16777216,ID:19-000019,
132.842,-46.181,87060,-16777216,ID:29-000019,
-9.792,13.662,86940,-16777216,ID:11-000023,
94.859,-1.134,86800,-16777216,ID:22-000015,
-59.57,-25.432,86770,-16777216,ID:18-000006,
-12.3,28.682,86720,-16777216,ID:11-000024,
23.5,-51.003,86650,-16777216,ID:27-000029,
73.141,-21.738,86640,-16777216,ID:21-000026,
-172.921,-44.005,86630,-16777216,ID:24-000041,
11.223,-49.64,86430,-16777216,ID:27-000030,
35.601,27.149,86390,-16777216,ID:12-000031,
-64,41.784,86380,-16777216,ID:03-000003,
39.273,-5.953,86260,-16777216,ID:20-000030,
53.067,-25.533,86240,-16777216,ID:21-000027,
27.906,28.109,86210,-16777216,ID:12-000032,
134.073,-20.329,86200,-16777216,ID:22-000016,
110.125,-52.291,86160,-16777216,ID:28-000013,
21.184,-51.775,85790,-16777216,ID:27-000031,
-62.433,-20.584,85600,-16777216,ID:18-000007,
-158.793,-52.371,85600,-16777216,ID:24-000042,
-176.525,-21.587,85530,-16777216,ID:16-000029,
-8.169,-14.472,85500,-16777216,ID:19-000020,
31.77,-18.755,85350,-16777216,ID:20-000031,
178.608,-28.536,85270,-16777216,ID:23-000024,
166.647,-46.498,85260,-16777216,ID:29-000020,
168.963,-57.322,85240,-16777216,ID:29-000021,
26.034,-27.847,85070,-16777216,ID:20-000032,
43.318,-58.923,84970,-16777216,ID:27-000032,
-7.224,-14.512,84850,-16777216,ID:19-000021,
-90.872,-48.305,84760,-16777216,ID:25-000027,
78.119,-71.017,84750,-16777216,ID:30-000035,
175.52,-17.025,84710,-16777216,ID:23-000025,
68.423,31.047,84670,-16777216,ID:06-000004,
137.335,-33.235,84660,-16777216,ID:29-000022,
29.939,1.362,84440,-16777216,ID:12-000033,
-26.771,-24.291,84380,-16777216,ID:19-000022,
-33.575,-29.952,84280,-16777216,ID:19-000023,
-50.409,-71.631,84240,-16777216,ID:30-000036,
21.708,-24.963,84210,-16777216,ID:20-000033,
5.654,17.411,84170,-16777216,ID:12-000034,
-117.464,-52.269,83960,-16777216,ID:25-000028,
87.9,-14.404,83930,-16777216,ID:21-000028,
116.355,-64.491,83920,-16777216,ID:28-000014,
142.175,12.337,83910,-16777216,ID:15-000004,
-97.445,-32.224,83890,-16777216,ID:25-000029,
26.017,-22.982,83780,-16777216,ID:20-000034,
-59.267,-48.342,83720,-16777216,ID:26-000020,
74.942,28.417,83670,-16777216,ID:13-000029,
-39.339,-21.637,83610,-16777216,ID:19-000024,
164.388,2.984,83530,-16777216,ID:15-000005,
47.606,-6.059,83490,-16777216,ID:21-000029,
83.664,-61.708,83430,-16777216,ID:28-000015,
-48.693,-36.591,83340,-16777216,ID:26-000021,
-95.11,-70.503,83290,-16777216,ID:30-000037,
16.11,32.138,83240,-16777216,ID:05-000014,
112.026,-9.304,83230,-16777216,ID:22-000017,
