longitude,latitude,Diameter:double,Color:integer,Note:string,User:string
142.03,-19.508,42580,-16777216,ID:23-000129,
-170.437,-38.685,42560,-16777216,ID:24-000215,
143.343,-62.181,42560,-16777216,ID:29-000179,
-107.929,-63.827,42540,-16777216,ID:25-000160,
-48.674,1.5,42530,-16777216,ID:10-000046,
7.625,0.654,42520,-16777216,ID:12-000197,
7.083,-49.196,42520,-16777216,ID:27-000216,
-89.33,13.921,42510,-16777216,ID:10-000047,
122.406,-56.206,42510,-16777216,ID:29-000180,
28.869,-39.365,42490,-16777216,ID:27-000217,
-91.787,-37.083,42480,-16777216,ID:25-000161,
-137.473,34.643,42470,-16777216,ID:02-000014,
116.32,-69.135,42470,-16777216,ID:30-000193,
-59.821,50.979,42460,-16777216,ID:04-000043,
-13.901,6.966,42450,-16777216,ID:11-000115,
-164.339,-32.396,42450,-16777216,ID:24-000216,
-22.266,-66.187,42450,-16777216,ID:30-000194,
33.63,36.201,42440,-16777216,ID:05-000085,
65.917,16.286,42420,-16777216,ID:13-000135,
-55.511,-10.488,42420,-16777216,ID:18-000046,
88.594,-23.549,42420,-16777216,ID:21-000177,
89.406,-57.376,42420,-16777216,ID:28-000123,
148.385,-52.306,42410,-16777216,ID:29-000181,
-52.721,11.973,42400,-16777216,ID:10-000048,
-21.375,17.602,42400,-16777216,ID:11-000116,
44.406,-44.952,42370,-16777216,ID:27-000218,
30.409,-5.835,42340,-16777216,ID:20-000180,
149.904,-39.857,42340,-16777216,ID:29-000182,
-169.088,-23.496,42330,-16777216,ID:16-000146,
-63.256,-55.429,42330,-16777216,ID:25-000162,
-54.464,-37.738,42330,-16777216,ID:26-000154,
159.325,-56.423,42320,-16777216,ID:29-000183,
55.513,21.805,42310,-16777216,ID:13-000136,
104.637,2.618,42310,-16777216,ID:14-000050,
67.212,27.708,42290,-16777216,ID:13-000137,
-28.392,-66.162,42270,-16777216,ID:30-000195,
-147.909,-43.481,42260,-16777216,ID:24-000217,
174.214,20.78,42250,-16777216,ID:15-000025,
37.108,30.521,42240,-16777216,ID:05-000086,
158.085,-52.644,42240,-16777216,ID:29-000184,
62.013,28.951,42230,-16777216,ID:13-000138,
-148.092,-42.902,42230,-16777216,ID:24-000218,
173.031,-43.202,42230,-16777216,ID:29-000185,
-6.643,-4.404,42220,-16777216,ID:19-000136,
-63.656,53.728,42210,-16777216,ID:03-000019,
-31.196,-9.308,42210,-16777216,ID:19-000137,
36.069,-22.538,42210,-16777216,ID:20-000181,
-42.76,-39.958,42210,-16777216,ID:26-000155,
150.299,-50.84,42210,-16777216,ID:29-000186,
35.463,1.154,42200,-16777216,ID:12-000198,
43.628,7.809,42200,-16777216,ID:12-000199,
166.941,-23.219,42200,-16777216,ID:23-000130,
158.841,-57.651,42200,-16777216,ID:29-000187,
98.428,-75.562,42190,-16777216,ID:30-000196,
-148.008,-48.821,42180,-16777216,ID:24-000219,
-147.225,-69.478,42160,-16777216,ID:30-000197,
13.737,31.625,42150,-16777216,ID:05-000087,
-176.962,-48.507,42150,-16777216,ID:24-000220,
-178.828,-12.825,42140,-16777216,ID:16-000147,
-8.116,-18.967,42140,-16777216,ID:19-000138,
-118.353,-43.228,42140,-16777216,ID:25-000163,
-11.304,9.347,42130,-16777216,ID:11-000117,
83.437,-6.578,42130,-16777216,ID:21-000178,
-2.721,2.992,42120,-16777216,ID:11-000118,
-7.963,15.985,42120,-16777216,ID:11-000119,
40.491,-16.753,42120,-16777216,ID:20-000182,
52.579,-5.543,42120,-16777216,ID:21-000179,
76.734,-4.7,42120,-16777216,ID:21-000180,
132.464,-53.856,42120,-16777216,ID:29-000188,
175.052,-67.399,42120,-16777216,ID:30-000198,
66.277,-29.383,42110,-16777216,ID:21-000181,
5.775,-38.121,42090,-16777216,ID:27-000219,
-91.448,-54.964,42080,-16777216,ID:25-000164,
88.098,-72.071,42080,-16777216,ID:30-000199,
59.232,31.331,42070,-16777216,ID:05-000088,
-157.911,53.444,42060,-16777216,ID:02-000015,
135.003,-11.425,42050,-16777216,ID:23-000131,
-167.813,-9.262,42030,-16777216,ID:16-000148,
-174.491,-34.284,42030,-16777216,ID:24-000221,
64.773,-15.992,42020,-16777216,ID:21-000182,
30.18,-23.248,42010,-16777216,ID:20-000183,
-4.331,31.691,42000,-16777216,ID:04-000044,
-129.002,-69.279,42000,-16777216,ID:30-000200,
-14.181,3.534,41990,-16777216,ID:11-000120,
-179.47,-69.465,41990,-16777216,ID:30-000201,
-86.853,-66.175,41990,-16777216,ID:30-000202,
162.197,31.636,41980,-16777216,ID:07-000017,
-26.279,-18.288,41980,-16777216,ID:19-000139,
121.292,-36.547,41980,-16777216,ID:29-000189,
-58.594,0.174,41960,-16777216,ID:10-000049,
-112.013,-36.6,41960,-16777216,ID:25-000165,
102.529,1.547,41950,-16777216,ID:14-000051,
45.05,-60.216,41950,-16777216,ID:27-000220,
-171.505,-22.222,41940,-16777216,ID:16-000149,
-143.419,-41.514,41930,-16777216,ID:24-000222,
-177.62,-26.944,41920,-16777216,ID:16-000150,
16.542,-41.663,41920,-16777216,ID:27-000221,
-6.52,-47.734,41910,-16777216,ID:26-000156,
155.367,-30.716,41890,-16777216,ID:29-000190,
51.884,2.787,41870,-16777216,ID:13-000139,
122.412,9.48,41870,-16777216,ID:14-000052,
-147.295,-19.032,41870,-16777216,ID:16-000151,
14.359,-0.134,41870,-16777216,ID:20-000184,
160.977,-7.486,41870,-16777216,ID:23-000132,
171.634,-48.269,41860,-16777216,ID:29-000191,
39.007,-10.538,41850,-16777216,ID:20-000185,
-162.516,-45.318,41850,-16777216,ID:24-000223,
-60.289,8.646,41840,-16777216,ID:10-000050,
151.213,-16.161,41840,-16777216,ID:23-000133,
-35.446,-57.926,41840,-16777216,ID:26-000157,
-144.135,-22.847,41830,-16777216,ID:16-000152,
62.2,-4.31,41830,-16777216,ID:21-000183,
3.339,-42.801,41830,-16777216,ID:27-000222,
-6.197,10.774,41810,-16777216,ID:11-000121,
-8.31,12.057,41800,-16777216,ID:11-000122,
13.978,32.476,41790,-16777216,ID:05-000089,
-174.062,-18.425,41780,-16777216,ID:16-000153,
-135.134,-33.963,41770,-16777216,ID:24-000224,
114.341,-43.848,41770,-16777216,ID:28-000124,
-5.159,45.489,41760,-16777216,ID:04-000045,
-160.527,-25.898,41760,-16777216,ID:16-000154,
-162.67,-32.927,41750,-16777216,ID:24-000225,
63.991,-73.293,41750,-16777216,ID:30-000203,
89.122,-53.726,41740,-16777216,ID:28-000125,
118.388,-51.195,41740,-16777216,ID:28-000126,
-39.665,-18.126,41730,-16777216,ID:19-000140,
1.36,3.049,41720,-16777216,ID:12-000200,
173.502,-19.294,41720,-16777216,ID:23-000134,
137.715,-17.352,41710,-16777216,ID:23-000135,
49.84,40.995,41700,-16777216,ID:05-000090,
-63.811,1.838,41690,-16777216,ID:10-000051,
-52.908,11.099,41670,-16777216,ID:10-000052,
35.971,-0.075,41660,-16777216,ID:20-000186,
43.198,3.877,41650,-16777216,ID:12-000201,
33.342,-8.192,41650,-16777216,ID:20-000187,
29.454,30.869,41620,-16777216,ID:05-000091,
0.177,0.581,41620,-16777216,ID:12-000202,
-150.039,-38.995,41620,-16777216,ID:24-000226,
145.647,-22.373,41610,-16777216,ID:23-000136,
-56.617,20.448,41600,-16777216,ID:10-000053,
-143.463,-34.704,41600,-16777216,ID:24-000227,
-60.337,-60.682,41600,-16777216,ID:25-000166,
37.48,26.162,41590,-16777216,ID:12-000203,
165.472,-39.92,41590,-16777216,ID:29-000192,
157.97,-38.389,41590,-16777216,ID:29-000193,
-6.408,-54.632,41580,-16777216,ID:26-000158,
163.688,-46.214,41580,-16777216,ID:29-000194,
-19.792,-67.197,41580,-16777216,ID:30-000204,
13.012,-10.544,41570,-16777216,ID:20-000188,
-24.053,20.535,41550,-16777216,ID:11-000123,
19.832,23.806,41550,-16777216,ID:12-000204,
99.345,-26.059,41550,-16777216,ID:22-000122,
-161.498,-43.818,41550,-16777216,ID:24-000228,
-146.355,-20.163,41540,-16777216,ID:16-000155,
69.83,-14.353,41540,-16777216,ID:21-000184,
52.077,22.673,41530,-16777216,ID:13-000140,
118.213,-39.506,41530,-16777216,ID:28-000127,
26.964,6.66,41520,-16777216,ID:12-000205,
106.759,3.842,41520,-16777216,ID:14-000053,
34.334,-6.543,41520,-16777216,ID:20-000189,
140.247,-22.683,41520,-16777216,ID:23-000137,
89.849,-31.186,41520,-16777216,ID:28-000128,
151.457,-74.094,41520,-16777216,ID:30-000205,
140.551,59.41,41510,-16777216,ID:07-000018,
-1.439,-12.816,41510,-16777216,ID:19-000141,
9.359,14.774,41500,-16777216,ID:12-000206,
-175.205,-20.258,41500,-16777216,ID:16-000156,
-20.514,-15.505,41490,-16777216,ID:19-000142,
26.955,-42.126,41490,-16777216,ID:27-000223,
53.416,24.772,41480,-16777216,ID:13-000141,
179.067,-14.851,41480,-16777216,ID:23-000138,
-178.464,-59.362,41480,-16777216,ID:24-000229,
100.29,-52.547,41480,-16777216,ID:28-000129,
151.655,-54.052,41480,-16777216,ID:29-000195,
-71.069,44.319,41460,-16777216,ID:03-000020,
11.647,18.439,41460,-16777216,ID:12-000207,
44.762,-21.508,41460,-16777216,ID:20-000190,
145.417,-32.359,41460,-16777216,ID:29-000196,
160.637,-8.447,41450,-16777216,ID:23-000139,
37.618,43.481,41440,-16777216,ID:05-000092,
9.354,3.977,41440,-16777216,ID:12-000208,
-24.732,-20.767,41430,-16777216,ID:19-000143,
117.869,-1.03,41430,-16777216,ID:22-000123,
134.097,-28.97,41430,-16777216,ID:22-000124,
-116.396,-31.139,41430,-16777216,ID:25-000167,
79.169,-65.373,41430,-16777216,ID:30-000206,
-9.67,-5.376,41410,-16777216,ID:19-000144,
-107.837,-37.722,41410,-16777216,ID:25-000168,
71.831,17.035,41400,-16777216,ID:13-000142,
172.042,-20.177,41400,-16777216,ID:23-000140,
30.253,-39.412,41400,-16777216,ID:27-000224,
135.075,-50.628,41400,-16777216,ID:29-000197,
-23.003,33.192,41390,-16777216,ID:04-000046,
8.385,-32.861,41390,-16777216,ID:27-000225,
57.369,7.939,41380,-16777216,ID:13-000143,
146.949,-69.739,41370,-16777216,ID:30-000207,
75.96,-26.642,41360,-16777216,ID:21-000185,
66.611,-51.16,41360,-16777216,ID:28-000130,
-40.023,34.134,41350,-16777216,ID:04-000047,
5.9,-10.69,41350,-16777216,ID:20-000191,
77.609,-21.685,41340,-16777216,ID:21-000186,
-79.23,-35.774,41340,-16777216,ID:25-000169,
102.673,-0.04,41330,-16777216,ID:22-000125,
-125.983,-49.387,41320,-16777216,ID:24-000230,
-93.605,-75.345,41320,-16777216,ID:30-000208,
27.231,17.664,41310,-16777216,ID:12-000209,
43.877,-20.326,41310,-16777216,ID:20-000192,
-169.816,-46.269,41310,-16777216,ID:24-000231,
102.121,14.728,41300,-16777216,ID:14-000054,
148.406,-30.093,41300,-16777216,ID:29-000198,
-110.648,-48.113,41290,-16777216,ID:25-000170,
-46.399,6.872,41270,-16777216,ID:10-000054,
-35.534,3.678,41270,-16777216,ID:11-000124,
83.312,-3.01,41260,-16777216,ID:21-000187,
-144.499,-32.448,41260,-16777216,ID:24-000232,
136.243,-60.303,41260,-16777216,ID:29-000199,
30.592,-52.262,41250,-16777216,ID:27-000226,
-3.335,26.139,41240,-16777216,ID:11-000125,
20.811,18.921,41240,-16777216,ID:12-000210,
-156.653,-61.611,41240,-16777216,ID:24-000233,
45.534,19.229,41230,-16777216,ID:13-000144,
-168.683,-29.017,41230,-16777216,ID:16-000157,
-100.045,-29.067,41230,-16777216,ID:17-000007,
-115.661,-72.505,41230,-16777216,ID:30-000209,
-55.809,-58.705,41220,-16777216,ID:26-000159,
80.547,-17.527,41210,-16777216,ID:21-000188,
-160.053,-28.531,41190,-16777216,ID:16-000158,
98.125,-0.563,41180,-16777216,ID:22-000126,
-172.688,-63.56,41180,-16777216,ID:24-000234,
-17.466,-38.786,41170,-16777216,ID:26-000160,
-176.404,-66.837,41170,-16777216,ID:30-000210,
-116.418,-41.45,41160,-16777216,ID:25-000171,
-51.647,-49.686,41160,-16777216,ID:26-000161,
6.726,-26.086,41150,-16777216,ID:20-000193,
149.766,-12.152,41150,-16777216,ID:23-000141,
81.726,-52.302,41150,-16777216,ID:28-000131,
-52.553,17.181,41140,-16777216,ID:10-000055,
103.042,-35.389,41140,-16777216,ID:28-000132,
122.866,-11.487,41130,-16777216,ID:22-000127,
125.942,-43.846,41130,-16777216,ID:29-000200,
15.643,10.989,41120,-16777216,ID:12-000211,
3.041,-8.212,41120,-16777216,ID:20-000194,
-34.22,-62.663,41120,-16777216,ID:26-000162,
34.597,-47.69,41120,-16777216,ID:27-000227,
-62.316,-18.399,41110,-16777216,ID:18-000047,
92.501,-55.415,41110,-16777216,ID:28-000133,
8.61,11.594,41100,-16777216,ID:12-000212,
18.07,-25.37,41100,-16777216,ID:20-000195,
113.726,3.055,41090,-16777216,ID:14-000055,
89.087,-27.771,41090,-16777216,ID:21-000189,
90.164,-17.164,41090,-16777216,ID:22-000128,
10.427,-58.415,41090,-16777216,ID:27-000228,
56.245,2.34,41080,-16777216,ID:13-000145,
37.563,-41.119,41080,-16777216,ID:27-000229,
23.462,-4.631,41070,-16777216,ID:20-000196,
74.262,12.98,41050,-16777216,ID:13-000146,
157.743,-48.972,41050,-16777216,ID:29-000201,
-6.417,-6.677,41040,-16777216,ID:19-000145,
46.857,6.338,41030,-16777216,ID:13-000147,
55.682,24.823,41010,-16777216,ID:13-000148,
140.623,-41.949,41010,-16777216,ID:29-000202,
178.947,11.077,41000,-16777216,ID:15-000026,
-175.556,-14.078,40990,-16777216,ID:16-000159,
-96.126,-44.541,40990,-16777216,ID:25-000172,
33.563,38.462,40980,-16777216,ID:05-000093,
0.026,9.833,40980,-16777216,ID:12-000213,
18.7,13.601,40980,-16777216,ID:12-000214,
-137.521,-31.67,40980,-16777216,ID:24-000235,
-16.636,10.219,40970,-16777216,ID:11-000126,
84.357,-15.779,40970,-16777216,ID:21-000190,
41.259,24.849,40960,-16777216,ID:12-000215,
-2.39,41.474,40950,-16777216,ID:04-000048,
48.815,33.487,40950,-16777216,ID:05-000094,
155.614,-10.531,40950,-16777216,ID:23-000142,
144.447,-65.142,40950,-16777216,ID:30-000211,
-1.239,-38.401,40930,-16777216,ID:26-000163,
50.491,-13.366,40920,-16777216,ID:21-000191,
4.895,-45.734,40920,-16777216,ID:27-000230,
-9.171,30.987,40910,-16777216,ID:04-000049,
-152.918,72.729,40900,-16777216,ID:01-000024,
17.016,36.498,40900,-16777216,ID:05-000095,
39.206,-1.943,40900,-16777216,ID:20-000197,
-25.05,-71.492,40900,-16777216,ID:30-000212,
-9.752,36.169,40880,-16777216,ID:04-000050,
39.507,-51.967,40880,-16777216,ID:27-000231,
-26.941,-60.144,40870,-16777216,ID:26-000164,
91.395,-3.066,40860,-16777216,ID:22-000129,
176.158,-28.097,40860,-16777216,ID:23-000143,
170.326,-17.133,40840,-16777216,ID:23-000144,
-106.51,-37.075,40840,-16777216,ID:25-000173,
70.371,-32.916,40840,-16777216,ID:28-000134,
110.246,-31.671,40840,-16777216,ID:28-000135,
91.272,-55.444,40830,-16777216,ID:28-000136,
-31.727,-16.307,40820,-16777216,ID:19-000146,
106.498,-13.803,40820,-16777216,ID:22-000130,
-150.563,-71.806,40810,-16777216,ID:30-000213,
-88.279,-52.913,40790,-16777216,ID:25-000174,
-59.909,-62.021,40790,-16777216,ID:26-000165,
61.295,23.009,40780,-16777216,ID:13-000149,
36.064,-21.509,40780,-16777216,ID:20-000198,
-23.283,13.697,40770,-16777216,ID:11-000127,
-24.294,-25.408,40770,-16777216,ID:19-000147,
35.082,23.233,40750,-16777216,ID:12-000216,
12.498,-52.609,40750,-16777216,ID:27-000232,
130.717,-54.109,40750,-16777216,ID:29-000203,
163.163,-37.415,40750,-16777216,ID:29-000204,
-21.015,12.024,40740,-16777216,ID:11-000128,
10.333,20.663,40740,-16777216,ID:12-000217,
101.491,-54.967,40740,-16777216,ID:28-000137,
-92.742,-68.103,40740,-16777216,ID:30-000214,
57.618,-21.628,40730,-16777216,ID:21-000192,
129.204,-55.373,40730,-16777216,ID:29-000205,
-86.358,42.845,40720,-16777216,ID:03-000021,
-178.056,-18.187,40720,-16777216,ID:16-000160,
178.235,-19.345,40710,-16777216,ID:23-000145,
11.059,0.911,40700,-16777216,ID:12-000218,
7.249,-21.973,40700,-16777216,ID:20-000199,
156.186,-27.309,40690,-16777216,ID:23-000146,
-150.264,-63.877,40690,-16777216,ID:24-000236,
-130.914,-51.894,40690,-16777216,ID:24-000237,
-63.742,10.105,40680,-16777216,ID:10-000056,
27.352,-27.061,40680,-16777216,ID:20-000200,
65.991,-27.137,40680,-16777216,ID:21-000193,
91.497,-52.962,40680,-16777216,ID:28-000138,
-30.376,42.004,40670,-16777216,ID:04-000051,
-178.99,28.416,40670,-16777216,ID:08-000027,
61.101,5.89,40670,-16777216,ID:13-000150,
29.703,-6.273,40670,-16777216,ID:20-000201,
78.29,-8.424,40670,-16777216,ID:21-000194,
25.03,12.208,40660,-16777216,ID:12-000219,
-144.491,-33.339,40660,-16777216,ID:24-000238,
130.826,-58.921,40660,-16777216,ID:29-000206,
-22.758,-54.249,40640,-16777216,ID:26-000166,
-179.708,-71.23,40620,-16777216,ID:30-000215,
71.269,28.173,40600,-16777216,ID:13-000151,
76.266,-59.045,40600,-16777216,ID:28-000139,
44.639,-48.004,40590,-16777216,ID:27-000233,
40.632,-6.335,40580,-16777216,ID:20-000202,
-151.395,-46.479,40580,-16777216,ID:24-000239,
-0.258,-40.056,40570,-16777216,ID:26-000167,
-12.919,31.438,40560,-16777216,ID:04-000052,
173.77,-36.564,40550,-16777216,ID:29-000207,
81.342,-0.858,40540,-16777216,ID:21-000195,
-36.891,-16.913,40530,-16777216,ID:19-000148,
67.691,-68.381,40520,-16777216,ID:30-000216,
-147.17,-50.985,40510,-16777216,ID:24-000240,
-43.348,12.864,40490,-16777216,ID:11-000129,
15.027,40.599,40480,-16777216,ID:05-000096,
51.177,38.184,40480,-16777216,ID:05-000097,
124.297,-18.852,40480,-16777216,ID:22-000131,
-47.719,-60.111,40480,-16777216,ID:26-000168,
3.838,33.45,40470,-16777216,ID:05-000098,
114.24,-9.045,40470,-16777216,ID:22-000132,
-22.827,-15.006,40460,-16777216,ID:19-000149,
58.829,-5.98,40460,-16777216,ID:21-000196,
140.048,-22.481,40460,-16777216,ID:23-000147,
109.294,-57.05,40450,-16777216,ID:28-000140,
122.028,-41.028,40450,-16777216,ID:29-000208,
-35.657,-63.479,40440,-16777216,ID:26-000169,
-161.454,23.432,40430,-16777216,ID:08-000028,
124.296,-5.685,40420,-16777216,ID:22-000133,
-151.563,-27.606,40410,-16777216,ID:16-000161,
8.46,-40.724,40410,-16777216,ID:27-000234,
-81.608,-67.871,40410,-16777216,ID:30-000217,
31.325,37.376,40380,-16777216,ID:05-000099,
17.242,-19.907,40380,-16777216,ID:20-000203,
149.051,-24.52,40370,-16777216,ID:23-000148,
45.145,-36.605,40330,-16777216,ID:27-000235,
105.506,-35.469,40320,-16777216,ID:28-000141,
60.394,11.582,40300,-16777216,ID:13-000152,
-144.857,-29.669,40300,-16777216,ID:16-000162,
-54.226,-7.907,40300,-16777216,ID:18-000048,
-30.015,-54.424,40300,-16777216,ID:26-000170,
13.086,-32.077,40300,-16777216,ID:27-000236,
8.481,-21.481,40280,-16777216,ID:20-000204,
19.454,21.306,40270,-16777216,ID:12-000220,
-107.151,-69.178,40270,-16777216,ID:30-000218,
19.182,32.947,40260,-16777216,ID:05-000100,
-11.466,-3.439,40260,-16777216,ID:19-000150,
18.632,-9.271,40260,-16777216,ID:20-000205,
153.554,-54.626,40260,-16777216,ID:29-000209,
52.12,-37.432,40240,-16777216,ID:27-000237,
-75.461,-66.165,40240,-16777216,ID:30-000219,
-9.365,9.506,40220,-16777216,ID:11-000130,
-144.177,-54.409,40220,-16777216,ID:24-000241,
-16.641,-31.382,40220,-16777216,ID:26-000171,
148.46,52.808,40210,-16777216,ID:07-000019,
-167.21,-3.41,40210,-16777216,ID:16-000163,
-94.675,-33.272,40210,-16777216,ID:25-000175,
-54.526,-60.763,40200,-16777216,ID:26-000172,
80.279,-55.426,40200,-16777216,ID:28-000142,
158.224,-36.298,40200,-16777216,ID:29-000210,
157.305,-70.675,40200,-16777216,ID:30-000220,
46.882,0.211,40190,-16777216,ID:13-000153,
-104.127,-76.862,40190,-16777216,ID:30-000221,
-65.612,6.169,40180,-16777216,ID:10-000057,
14.143,-11.533,40180,-16777216,ID:20-000206,
76.425,-7.682,40180,-16777216,ID:21-000197,
136.43,-27.208,40170,-16777216,ID:23-000149,
26.567,-15.663,40150,-16777216,ID:20-000207,
77.864,55.681,40130,-16777216,ID:06-000021,
147.201,-27.762,40130,-16777216,ID:23-000150,
163.584,10.059,40120,-16777216,ID:15-000027,
124.054,-52.039,40120,-16777216,ID:29-000211,
8.158,26.171,40110,-16777216,ID:12-000221,
-64.168,46.316,40080,-16777216,ID:03-000022,
-14.851,-24.654,40080,-16777216,ID:19-000151,
58.668,-31.868,40080,-16777216,ID:27-000238,
105.849,-51.909,40080,-16777216,ID:28-000143,
-22.201,-46.598,40060,-16777216,ID:26-000173,
43.103,-3.206,40050,-16777216,ID:20-000208,
99.077,-15.242,40050,-16777216,ID:22-000134,
95.4,-71.104,40050,-16777216,ID:30-000222,
91.829,-65.372,40050,-16777216,ID:30-000223,
163.694,38.541,40040,-16777216,ID:07-000020,
61.388,-72.652,40040,-16777216,ID:30-000224,
-167.174,-28.612,40030,-16777216,ID:16-000164,
-155.245,-41.308,40030,-16777216,ID:24-000242,
-4.31,10.764,40020,-16777216,ID:11-000131,
-93.399,-32.814,40020,-16777216,ID:25-000176,
-43.38,-58.668,40020,-16777216,ID:26-000174,
125.207,-73.385,40020,-16777216,ID:30-000225,
-28.293,46.132,40000,-16777216,ID:04-000053,
-15.403,-28.451,40000,-16777216,ID:19-000152,
123.069,-9.147,40000,-16777216,ID:22-000135,
-147.285,-41.848,39990,-16777216,ID:24-000243,
-122.147,-56.567,39990,-16777216,ID:24-000244,
148.842,-9.431,39980,-16777216,ID:23-000151,
118.493,-53.208,39980,-16777216,ID:28-000144,
18.856,14.461,39970,-16777216,ID:12-000222,
95.999,-24.626,39970,-16777216,ID:22-000136,
-46.685,-30.42,39970,-16777216,ID:26-000175,
-9.105,1.023,39960,-16777216,ID:11-000132,
39.096,-48.631,39940,-16777216,ID:27-000239,
131.046,-48.633,39940,-16777216,ID:29-000212,
154.152,-38.194,39940,-16777216,ID:29-000213,
154.475,-47.727,39920,-16777216,ID:29-000214,
-150.498,-12.962,39910,-16777216,ID:16-000165,
118.859,-22.119,39910,-16777216,ID:22-000137,
-31.426,59.853,39890,-16777216,ID:04-000054,
-114.424,-40.787,39890,-16777216,ID:25-000177,
-113.454,-31.258,39890,-16777216,ID:25-000178,
-98.48,-29.457,39880,-16777216,ID:17-000008,
-168.57,-43.692,39880,-16777216,ID:24-000245,
50.024,-48.964,39880,-16777216,ID:27-000240,
2.312,12.52,39870,-16777216,ID:12-000223,
-154.511,-17.121,39870,-16777216,ID:16-000166,
-26.332,-16.002,39870,-16777216,ID:19-000153,
-117.446,-66.24,39870,-16777216,ID:30-000226,
-169.604,-3.764,39850,-16777216,ID:16-000167,
146.843,-35.082,39850,-16777216,ID:29-000215,
82.06,-18.603,39840,-16777216,ID:21-000198,
133.492,-27.82,39840,-16777216,ID:22-000138,
120.388,-63.683,39840,-16777216,ID:29-000216,
74.191,-1.654,39820,-16777216,ID:21-000199,
-33.63,21.342,39810,-16777216,ID:11-000133,
0.148,29.47,39810,-16777216,ID:12-000224,
2.285,-31.749,39810,-16777216,ID:27-000241,
28.988,-0.774,39800,-16777216,ID:20-000209,
48.261,-21.493,39790,-16777216,ID:21-000200,
121.289,-4.866,39780,-16777216,ID:22-000139,
6.552,8.862,39760,-16777216,ID:12-000225,
-135.829,-16.584,39760,-16777216,ID:16-000168,
-153.41,-55.132,39760,-16777216,ID:24-000246,
-0.541,-35.39,39760,-16777216,ID:26-000176,
178.641,-12.745,39750,-16777216,ID:23-000152,
-134.122,-61.408,39750,-16777216,ID:24-000247,
10.279,-39.098,39750,-16777216,ID:27-000242,
83.676,-29.839,39730,-16777216,ID:21-000201,
1.906,23.929,39720,-16777216,ID:12-000226,
26.341,-57.554,39690,-16777216,ID:27-000243,
33.161,13.611,39680,-16777216,ID:12-000227,
-9.655,-5.938,39680,-16777216,ID:19-000154,
68.368,-71.119,39680,-16777216,ID:30-000227,
39.406,33.849,39670,-16777216,ID:05-000101,
23.349,-18.042,39670,-16777216,ID:20-000210,
37.473,-30.066,39670,-16777216,ID:27-000244,
20.984,13.522,39660,-16777216,ID:12-000228,
-149.503,-4.904,39660,-16777216,ID:16-000169,
-169.684,-15.89,39660,-16777216,ID:16-000170,
-170.536,-7.256,39640,-16777216,ID:16-000171,
25.29,-3.814,39640,-16777216,ID:20-000211,
-68.454,-52.251,39640,-16777216,ID:25-000179,
33.224,-51.366,39630,-16777216,ID:27-000245,
-125.303,-39.602,39620,-16777216,ID:24-000248,
-117.671,-37.952,39620,-16777216,ID:25-000180,
116.779,10.044,39610,-16777216,ID:14-000056,
-49.24,-69.451,39610,-16777216,ID:30-000228,
134.482,-23.211,39600,-16777216,ID:22-000140,
-53.152,-15.928,39590,-16777216,ID:18-000049,
-161.574,-72.126,39580,-16777216,ID:30-000229,
102.929,-43.681,39570,-16777216,ID:28-000145,
-20.384,30.699,39550,-16777216,ID:04-000055,
117.367,43.395,39550,-16777216,ID:06-000022,
175.624,53.322,39550,-16777216,ID:07-000021,
100.256,4.61,39550,-16777216,ID:14-000057,
-94.834,-53.584,39550,-16777216,ID:25-000181,
-0.51,-41.568,39550,-16777216,ID:26-000177,
42.541,57.671,39540,-16777216,ID:05-000102,
40.439,-1.044,39540,-16777216,ID:20-000212,
88.265,-3.252,39540,-16777216,ID:21-000202,
114.457,-15.296,39540,-16777216,ID:22-000141,
19.975,-35.212,39540,-16777216,ID:27-000246,
-45.317,-4.621,39530,-16777216,ID:18-000050,
151.505,-66.175,39530,-16777216,ID:30-000230,
-88.022,25.095,39520,-16777216,ID:10-000058,
-171.075,-26.578,39520,-16777216,ID:16-000172,
-7.939,70.051,39510,-16777216,ID:01-000025,
19.623,12.13,39510,-16777216,ID:12-000229,
1.715,26.372,39510,-16777216,ID:12-000230,
20.238,26.38,39510,-16777216,ID:12-000231,
136.423,-25.441,39510,-16777216,ID:23-000153,
-139.507,-55.817,39510,-16777216,ID:24-000249,
-24.272,-55.262,39510,-16777216,ID:26-000178,
56.858,-6.438,39500,-16777216,ID:21-000203,
94.716,-26.663,39500,-16777216,ID:22-000142,
140.897,-11.989,39500,-16777216,ID:23-000154,
-1.401,-51.959,39500,-16777216,ID:26-000179,
-5.719,31.591,39490,-16777216,ID:04-000056,
0.273,-39.008,39490,-16777216,ID:27-000247,
-56.484,41.695,39480,-16777216,ID:04-000057,
103.973,2.83,39480,-16777216,ID:14-000058,
-73.681,-72.168,39470,-16777216,ID:30-000231,
53.178,-53.394,39460,-16777216,ID:27-000248,
178.417,-43.983,39460,-16777216,ID:29-000217,
-164.069,-44.102,39440,-16777216,ID:24-000250,
34.422,-25.781,39430,-16777216,ID:20-000213,
-179.798,-77.444,39430,-16777216,ID:30-000232,
36.978,-23.935,39420,-16777216,ID:20-000214,
19.354,-22.207,39420,-16777216,ID:20-000215,
-60.753,-67.043,39420,-16777216,ID:30-000233,
12.401,9.051,39410,-16777216,ID:12-000232,
41.834,-13.153,39410,-16777216,ID:20-000216,
-125.035,-44.339,39410,-16777216,ID:24-000251,
